seller_id,late_frq
167fd940acebc789debd6eb418c46e38,1
1690cada046eb7e92c12f98b1f8a8167,1
16bdc8cefd0e32a6f0824d296c5ad14a,0
1703bc09972dab9782e7a9194943b69f,0
1710c3aaa9c6b44ec3883ee0fe300e21,0
17306570e772e7718c92a562d33f5f1d,1
173d56ffbd4c56cb80fc3615487d712b,0
1746c1ae87ac63d530c7c943d0ac42e2,0
1771297ac436903d1dd6b0e9279aa505,1
1782ce2db72c3dda627d5e7c898104e1,1
17908cf9b444ee34047cadd5c0f4a516,1
17998cf586426bf0f2c3726cb0a4b211,0
179d859f51292aac5c10806a356f7af9,1
17a053fcb14bd219540cbde0df490be0,8
17adeba047385fb0c67d8e90b4296d21,0
17ca9b9e9b9ef8fdb529001b49ebb50f,1
17e34d8224d27a541263c4c64b11a56b,19
17eea220a40cc0d2c0c5346379682398,2
17f51e7198701186712e53a39c564617,5
180c3376aff0e43dd5788709df48a843,1
1835b56ce799e6a4dc4eddc053f04066,49
1838dd9b8977065acf51d95e0053ea7a,2
184725737946a1a938bbbd1a9e978103,0
184a67a8f9f63234d3a92340bbdb727f,0
186cdd1b2df32caa72cfb410bba768d3,0
189ca3538ce9f920cacf0f982cbe223b,0
18a349e75d307f4b4cc646a691ed4216,6
18e694e0e48ed6f7aa3f24aade5fd697,1
1900267e848ceeba8fa32d80c1a5f5a8,34
191d55f7edb8524d525ed01b20fe32e8,1
1927cdb9fa74f5270097f6250e8e8f34,0
19484c79cef6c062cb177aa4ef2fcc3c,1
1961c3e1272bfeceb05d0b78b5bbfdaf,0
1967a9e2ad6f51802b093147d861df58,0
1976a05ecf2996d6ffb7b5430e635fe7,2
1987cd4be10fe09ee50454f9c354d1c6,1
198c7ea11960a9844b544d9bcdca860c,2
1992f8fb6b19fcccd97ca819811e7267,0
1996942dc085d7773ba77a529b163cd0,0
19a7c9f66ffa6452ff4b4c0cca71da27,0
19d62d484cba71963c93f0f00ab42013,0
19e0f40a907ec568c34bfac15de4f4a1,0
1a3df491d1c4f1589fc2b934ada68bf2,6
1a6245add4353f18ed55138808906979,0
1a8e2d9c38b84a9702ac7922924b0573,0
1a932caad4f9d804097d7f8e615baed1,3
1acde099eb406aa220b1169b188b42da,0
1b0b0f4f95e962d6f32fe90c759d0479,0
1b1ae47a313a825a7ccceb8e2e30fa9d,0
1b45169b635ef59425637e9a33eb5fb3,0
1b4b28463457a256e9a784ebe2a8f630,1
1b4c3a6f53068f0b6944d2d005c9fc89,5
1b61fb1f0f2185d89e9a126c498e9cc7,0
1b65c144b17e607c0f37f10bb7dfec8d,0
1b7e5006cb25dd23ce8686691013b121,2
1b8356dabde1d35e17cef975c3f82730,1
1b8b75e227c9a9c100d0c210fb6176ce,1
1b938a7ec6ac5061a66a3766e0e75f90,0
1bb2bdb95f4841f1bba2c0d2cd83d3c9,5
1bb3812d5f0747a3ab7348f199001a10,0
1bc2e21de46adfea6b98cc96b00f3b40,0
1c129092bf23f28a5930387c980c0dfc,9
1c40343cc5d18c2d8248ac2f3366de34,2
1c56ffe0e9dea2657fc6e95b53f40b13,0
1c5e4e49b9079480255b49d50aac1aa9,0
1c68394e931a64f90ea236c5ea590300,6
1c742ac33582852aaf3bcfbf5893abcf,0
1c83418358f249c9d6affa52d579db0e,0
1ca4bdb0cd7fc48e949bac066188ed26,1
1ca7077d890b907f89be8c954a02686a,5
1caf283236cd69af44cbc09a0a1e7d32,4
1cbcd2ee0afb3fc09963b87eb65e7e4f,0
1cbd32d00d01bb8087a5eb088612fd9c,1
1cbd50a8c52e6cf8e315c5709fab386f,1
1cbdc7cf130a41fd13a3c2a7d2fcfda7,0
1cd9e0cc1839d55516843def5600816d,0
1ce3ae5a399804d1a87e706f8a813c3e,3
1d0646a72178a6fb37ee8082140e06ec,0
1d0997ff06b524ce9289ffd75114ecd3,1
1d139e3a3b14025640d8df1b230aace0,0
1d1bbb8ac1581824986f582583fff01d,1
1d2732ef8321502ee8488e8bed1ab8cd,1
1d29dfba02015238dfbe2449a5eaa361,1
1d4587203296c8f4ad134dc286fa6db0,1
1d503743d2526f03f0c2c89540ee008c,1
1d8dbc4f32378d715c717c1c1fc57bae,8
1d953075c2f0dd990bacf27b83b330f1,0
1da366cade6d8276e7d8beea7af5d4bf,3
1da3aeb70d7989d1e6d9b0e887f97c23,13
1dc2de47ee26a0a5b12dc14fd6dc0dea,1
1dcfa3835714681d4ba4a93bc1e0fd41,0
1dd33b8119b3cb1056ed5dc88cd0aaf4,1
1de62b6f2fd96227629786db492433db,0
1dfe5347016252a7884b694d4f10f5c4,6
1e26c56af8d48424e1df0140a2401f83,0
1e47d8b6546eb3a77b1acddcc9406242,0
1e47defeeadeca0e9a18fa5a9311e735,0
1e483cc5c76fef08d3ca05f9a8af7d01,0
1e8b33f18b4f7598d87f5cbee2282cc2,4
1e8c6a4c538f286aee9573239740a4b4,0
1e9d5a33694bddb76316fd1f54734d20,0
1eade46fba20122dc4aefb379f8c636b,9
1f1bb1f0859883505541bdd6606193e5,3
1f2eebc0e970fd3c463e4f5d9652687a,1
1f50f920176fa81dab994f9023523100,151
1f7dfad2cb384ea4d2d7e1ffbd78c407,0
1f7fd2a6fcd5a6fa5d8a4dabc72aaae0,0
1f867308a0ce13133a4e639ff4de0c02,0
1f9ab4708f3056ede07124aad39a2554,4
1fa2d3def6adfa70e58c276bb64fe5bb,0
1fbe10c70e30765ed1de86d9f7e98409,0
1fdc574883ef3b33ad41562d93f3a74a,1
1fddcb7b326905d3ad5efe82187db347,0
1fe5540d7c1c37a595fefbacd5570d9e,1
1fe61aa5494bd3ae92a2c13e067c810f,0
2009a095de2a2a41626f6c6d7722678d,0
2039c5e51785b5dde7cf93ccb3b7be2c,0
204b4e07bddef3c9b317f70189135b22,0
2059c39f76271d4ca3f15b5ffaccc8b8,0
20611af7866c6068fd5ae1f9dbe15c92,0
2063dd1b9f568df1c16741ea7d3e6adb,0
2075d8cd4dd63ff12df0749a5866bb06,0
2078fe5066350e7d220c0ad3a3bbc6c1,0
2089a6d640999f9b9141ac719b2af596,5
20a7efa9721046319bdde5d60b6b5365,0
20a8b0dc55da94fe74d112082427c84f,1
20b54c376b794ed028df09a3cd88e8dc,2
20cb7c2fde3e5bf10f0bbe7394e1c6a9,5
20d53aad4fe5ee93a64f8839609d3586,1
20d83f3ef0e6925fd74bfd59170babf7,2
20f0aeea30bc3b8c4420be8ced4226c0,1
20fd2d2080ed85fa67fad3fcbb2c1813,0
2138ccb85b11a4ec1e37afbd1c8eda1f,19
213b25e6f54661939f11710a6fddb871,14
213fafb0ca06fb3d5886579c2565791b,0
2156f2671501a81034d7d07f217609d0,3
217f005bb37ff3aeef5b2ae1788e75ba,0
218d46b86c1881d022bce9c68a7d4b15,35
218f991754f360af9c2daa5e0b8e990c,2
2199e7fe213c16213bf5d6a7eadc9a5d,1
21c62b998a043ebe31161d38f84929fc,0
21d59342ba150175ca2aa4f8faddeca6,0
21e83881401b92b49fb09a16d3852291,0
2235cf78d3e2073a88146a9cb60f0dd0,0
226b05fe067266c59c15dae208213d06,0
228e4c1a0be164f613d41c24345f9d2c,0
229c3efbfb0ea2058de4ccdfbc3d784a,3
22a23e5ac7061fc538cc2a019afaaf16,0
22c32ec35d0116ef02c281798a25bf8b,0
2305ab43e846518f58dd9d59f3f54e96,0
232a6014e7b10cba61c6c2b2ea6bb4b0,1
23613d49c3ac2bd302259e55c06c050c,6
236585a4ddb5fea9fa40233e2249ed91,1
2379bdc3888025689a9deb7b141507d5,2
238fac594e170b59c6d228f5a4f4f1d9,4
23a0ffca143a15b9b5bbdb7d552f626a,3
23c38debaffe4a25a30fdbd9b586a13f,5
23ca5f678e0b3ea6c630b30fa8bf51ea,0
23d7c96d4a1160db1c726b248601b25a,5
23ff42c4bf1f8f16cddb19d8b972974a,0
240b9776d844d37535668549a396af32,1
244b04680fdbded0acf5aebd9c92b44a,1
244c2f1bff6afe1f2eaf9bfe9b2aed38,4
247587846358bb1d2e4c6522020b36fe,0
2493dc3f20131696a0ecdb9948051a8d,0
249f0e9905a6e06ad6c6bea7547ab9f6,0
24a6daf925d9d591870a66660416de31,0
24c1de8d9551c0b4fbc53317d53efda8,0
2528513dd95219a6013d4d05176e391a,7
2528744c5ef5d955adc318720a94d2e7,0
252e76235acb79183cfca6e34f13337d,0
253c025bab43881055aeecde5e2d8b77,1
253f95b3a0e6983ae18aed49fbc2b845,0
257e61d3251fb5efb9daadddbc2cf7ca,0
258447aad3f7b01e2643c89f64dc5647,0
259f7b5e6e482c230e5bfaa670b6bb8f,2
25be943a321c8938947bdaabca979a90,0
25c5c91f63607446a97b143d2d535d31,16
25cf099de44674fde97473224f9d59ab,2
25debeafbce801fdd479539350185eee,0
25e47381a6c510ddeb36084e33b89f0c,0
25e6ffe976bd75618accfe16cefcbd0d,3
262237171f48e85819065498cac80d7b,0
2646baaf662d4d92ac48f047e35db92d,1
26562f211dd1364af2a8596dc945e8ae,0
265fdc289dffa9f1ad801c74f7d0de47,0
26785a546900236d66f2e4197c211158,0
269c5fc9fcadee614364c3620c30a1f9,0
269cff2d3c8d205c11f37a52402ea93b,0
26af45f5dfd967225a832838aa4e24a3,0
26b482dccfa29bd2e40703ba45523702,0
26bad72add1f86e08a776ce4ffdaf1ca,0
26d6bbee02420494d471c9f6436929c0,0
26d8a1c7c75d513045798992ead43aa2,3
26e13b6ff5b641b329e5524241ee2c93,0
26e2c91ef821e1ff8985f408788fe35b,5
26e2e5033827d2ba53929f43e03d8ffe,0
26f6b7ab07be3e9e69ce82a6552efc19,1
270297ead4c65a6cd2593960d2af6b21,0
270572bb714b00531be85e16e1550f26,0
2709af9587499e95e803a6498a5a56e9,23
270d3ef21830ad0ecf3a6c53d08a533a,0
271b8923c6a549e02d3c9fd1f8c0422b,1
271c58a1d139c45eaf3316107c6d3a3b,2
272f092de69afedd4d2969440b37f18f,0
2745f798279e0ed033addcc1474776d7,3
276677b5d08786d5dce7c2149dcce48b,2
278b6e0b20c4f61fefaa0577943d7a35,0
27a56ff04b34c2ba34ce6ba4d3b9d616,1
282c7480173bb9c01dd41cc739fec010,1
282f23a9769b2690c5dda22e316f9941,4
28405831a29823802aa22c084cfd0649,0
28872dc528e978a639754bc8c2ce5a4c,0
289cdb325fb7e7f891c38608bf9e0962,2
28a26ebce31d5918b181ede016fd693b,0
28c7d8743fbc8679f484868cc0fcaefb,0
28d162ab86bb49d719c32f0ee6186eaa,0
28ea411b354f14b1a494be4e79f0ce02,0
28f10b1c5e5abb9d4857745bede6147c,4
28fb0829fd777877cdc350d25cb5bd5b,0
293dee954235e4e4e43f129313625ebe,0
2953ce3a88f5e3c3b696d77fc9e4c8eb,1
296729ffb9b684050dd24836dac4494a,0
297d5eccd19fa9a83b2630071ff105e4,0
299c89a525fee36c567f4fe72f038100,0
29c322e3f09f886f8bacbe91dfbd979e,0
29e6e05b65f93bc224c644319dc52ecf,0
29fe9f200d3fa0c668d2aa1ec7e08dfb,0
2a1348e9addc1af5aaa619b1a3679d6b,15
2a167ca73899c85001a837d8fb4962f6,0
2a261b5b644fa05f4f2700eb93544f2c,17
2a50b7ee5aebecc6fd0ff9784a4747d6,2
2a5b78b41cd05baeac8df54c6606b92c,1
2a61c271b1ac763450d846849783e922,4
2a6fbeaa7ab9e5d59a35841a8da71ce4,2
2a73cba571d90c694b7caca072ccf6ce,0
2a7c6c0b0d5efde2bf75ec1e1cec2d41,0
2a7dc43cecabf23403078e2188437d1d,3
2a84855fd20af891be03bc5924d2b453,4
2aa3443d7bf9d9bb11133f420d75e083,2
2aafae69bf4c41fbd94053d9413e87ee,0
2addf05f476d0637864454e93ba673d5,0
2b03ac196f5ed62ac483960fe0fa3b65,1
2b1a40c1daabc6ca280c4b815c101841,1
2b2fed75b8e5ea3a052fc4c0825da485,0
2b3b9ce054da76a7428df143a567b156,0
2b3e4a2a3ea8e01938cabda2a3e5cc79,0
2b402d5dc42554061f8ea98d1916f148,0
2b5ed0c9139dae8883a200dfcb272ece,1
2ba91c7ad80ff88b23b7db823b43c233,1
2bd05d410a8fd26dc4184a15f4f2f588,0
2bdb95a56a36ebbc6640337ac5eac174,0
2be17df1c49978426251562096c3cc09,1
2bf28e311bba65237358230cabac3f15,2
2bf6a2c1e71bbd29a4ad64e6d3c3629f,2
2c00c85d30361cd2ced2969cffbbffa3,0
2c2c9832d1bb38c5b0034a3b47d313ee,0
2c3d56f92f360fb89d849b84e8f50eae,1
2c43fb513632d29b3b58df74816f1b06,0
2c4c47cb51acd5ea5db5e0ae0e26542a,0
2c538755f1ca9540af144f266e70df6c,0
2c54051840f19eca309a5423cf22df36,0
2c9005d8043aff18b8557ffb7b13cda4,0
2c9e548be18521d1c43cde1c582c6de8,28
2cb4700db635baa1c0d4f90ed27b6669,0
2cb6eb1b7185064167657fa09f541105,0
2cb98e27ce1c18abdb42209b34c382a7,0
2d20f1cd18725c91147da0791d498022,0
2d22fc3089eb907b29ebff50581fb472,0
2d2322d842118867781fc737e96d59a1,1
2d2c62bef4c8ba0dd74e0e228e808539,2
2d34636518ba88f5349b732fcf8ba2e4,0
2d378dbb39815785238c0139c7647fb7,0
2d42ebcda99fd55f6f4bc2f1ca035d50,0
2d50d6282f8aa2257819a77bfaa0efe0,4
2d518637f53161b973e01f56ea4bb88e,0
2d8cfba3fcd3170555941605edaa196a,0
2d9e8987a2ea5cf88dce330249043ff1,0
2dcf93836ae3ce0d7c93e2f10876467a,2
2dd1fb6f0e42a2243b8a01e40cd41216,0
2dee2ce60de9709b1a24083217181a1f,2
2e0dba2da448400b1c11d7b4b22f32a4,0
2e13c71026e1a39ba5cc1b86dcb679aa,1
2e1a7d075abe038c1b2743005fe42ff1,6
2e1c9f22be269ef4643f826c9e650a52,10
2e2f44824ab87a0cb961f68bf4073e7f,0
2e3be8a987a30d7544dbbda6861cc14e,1
2e7ea2aafec5835e781b21d6d1faf1f1,1
2e90cb1677d35cfe24eef47d441b7c87,16
2ea0861cc19e94cad86438c984c52da4,0
2eb70248d66e0e3ef83659f71b244378,20
2ec6e37d992a95eaddb3369dcbcc76d9,0
2ee0a0689f2f6a72f35a7cb6033f6e7e,0
2eeb6531ee027a48d401e72bebdd87d3,0
2ef086a599b597572aca4433b7ed6b3d,0
2f09f7d37a97956d11cc1a7cadd5262b,1
2f1e7b90e01d9f086cbcb301c0c3d406,0
2f3d8b4c9e2ee165075331fea3f3095a,0
2f4b0d3b9634b647d4edee577d7ebb7e,0
2f4b9d112bfa44a214bc6cef085d17c8,0
2f73e04d12cdf0c945ded66bb3fcf6c7,0
2f74af7a0ee5636f12c2336f9fffed47,0
2f9b7ce230a057a98a9f5df5893ee36c,0
2fa13c8bd5705d279f7ed5cc9ec61c68,0
2fb25ab44bdbeae6a4d816e0d0c9d500,0
2fdde51ad3e12f297da656d4fbd5d0b5,0
2ff6b7bff164ef05590a52734e1296da,0
2ff97219cb8622eaf3cd89b7d9c09824,3
3076499bbc033a927bf4a8a41bcf7fd4,0
3078096983cf766a32a06257648502d1,1
30829ded4523ab9224b93bc49a62c95f,1
3092c0b297aacfb4bb6e056ebe13b9b8,0
30a2f535bb48308f991d0b9ad4a8c4bb,3
